date,home_team,away_team,home_goals,away_goals,match_importance_tier
2020-02-09,Costa Rica,Ecuador,1,0,QUALIFIER
2023-08-07,Morocco,Qatar,3,4,FRIENDLY
2022-05-11,Senegal,Tunisia,0,0,FRIENDLY
2024-11-12,Senegal,Portugal,2,0,FRIENDLY
2021-05-22,Morocco,Belgium,0,3,CONFED_CAMP
2019-01-30,Argentina,Morocco,6,0,QUALIFIER
2018-07-16,Germany,Argentina,0,2,FRIENDLY
2025-09-27,Belgium,Serbia,1,0,FRIENDLY
2021-06-02,Iran,Japan,0,0,FRIENDLY
2023-10-07,Cameroon,Australia,1,0,QUALIFIER
2023-05-13,USA,Japan,2,0,QUALIFIER
2018-11-06,Iran,Croatia,2,0,FRIENDLY
2020-12-01,Brazil,Denmark,0,0,FRIENDLY
2021-12-10,Denmark,Senegal,0,1,QUALIFIER
2019-03-06,Croatia,Portugal,2,2,QUALIFIER
2020-06-24,Qatar,Canada,3,0,QUALIFIER
2020-04-23,Germany,Netherlands,0,4,QUALIFIER
2021-08-31,South Korea,Morocco,0,5,QUALIFIER
2019-11-14,England,Uruguay,1,0,FRIENDLY
2021-06-28,Croatia,Japan,0,0,QUALIFIER
2026-05-03,Qatar,South Korea,2,1,QUALIFIER
2021-02-11,Uruguay,Spain,0,2,FRIENDLY
2024-09-07,Japan,Croatia,0,0,FRIENDLY
2021-09-18,Tunisia,Iran,0,0,CONFED_CAMP
2023-06-09,Brazil,Japan,9,0,QUALIFIER
2023-10-25,Switzerland,Serbia,0,4,FRIENDLY
2024-08-21,Tunisia,Switzerland,2,2,FRIENDLY
2024-02-11,USA,Ecuador,0,0,CONFED_CAMP
2022-02-09,Japan,Qatar,0,4,QUALIFIER
2025-04-22,Netherlands,Portugal,1,0,CONFED_CAMP
2021-08-27,Portugal,Netherlands,0,0,FRIENDLY
2024-01-16,Croatia,Canada,1,1,QUALIFIER
2018-08-21,Cameroon,Croatia,1,1,FRIENDLY
2022-08-18,Netherlands,Morocco,1,1,QUALIFIER
2025-09-08,Portugal,Canada,4,0,CONFED_CAMP
2022-03-10,Poland,Argentina,1,0,FRIENDLY
2022-04-15,Croatia,Ghana,0,2,CONFED_CAMP
2024-05-19,Iran,Uruguay,1,8,FRIENDLY
2018-09-03,Poland,Senegal,1,1,CONFED_CAMP
2020-02-13,Japan,Denmark,0,0,CONFED_CAMP
2021-11-08,Iran,Croatia,0,1,CONFED_CAMP
2022-03-07,Tunisia,South Korea,0,1,QUALIFIER
2024-07-04,Tunisia,Serbia,1,0,QUALIFIER
2024-02-29,Uruguay,Brazil,2,4,QUALIFIER
2018-05-10,Iran,Serbia,0,3,QUALIFIER
2023-08-19,Mexico,Senegal,4,0,QUALIFIER
2022-08-18,Brazil,Portugal,6,0,QUALIFIER
2019-12-20,Brazil,France,7,4,CONFED_CAMP
2020-10-20,Tunisia,Ecuador,0,1,FRIENDLY
2026-02-04,Canada,Iran,1,1,CONFED_CAMP
2023-02-13,Iran,Morocco,0,0,CONFED_CAMP
2023-08-12,Serbia,Tunisia,0,1,FRIENDLY
2019-10-16,Belgium,Uruguay,7,3,QUALIFIER
2019-09-26,Senegal,Poland,0,8,QUALIFIER
2025-12-01,Cameroon,Poland,0,1,QUALIFIER
2023-07-01,Morocco,Ghana,1,0,CONFED_CAMP
2020-10-31,Denmark,Morocco,0,2,QUALIFIER
2025-10-13,Tunisia,USA,4,0,CONFED_CAMP
2022-05-24,Portugal,South Korea,0,1,FRIENDLY
2020-03-21,Tunisia,Spain,0,0,CONFED_CAMP
2021-02-11,Qatar,Saudi Arabia,1,0,QUALIFIER
2021-04-19,Denmark,France,3,0,WC_FINAL
2018-09-21,Iran,Serbia,3,0,QUALIFIER
2022-11-19,Croatia,Portugal,0,1,FRIENDLY
2024-01-11,France,England,1,1,QUALIFIER
2020-07-01,Qatar,USA,5,0,CONFED_CAMP
2025-02-01,Serbia,Australia,0,4,QUALIFIER
2023-10-20,Argentina,Brazil,3,1,FRIENDLY
2022-05-01,Colombia,Ecuador,0,1,QUALIFIER
2022-12-14,Germany,Netherlands,0,2,QUALIFIER
2022-02-03,Serbia,England,1,0,FRIENDLY
2021-12-28,Mexico,USA,3,3,QUALIFIER
2019-03-05,Belgium,Tunisia,0,0,QUALIFIER
2021-12-06,Tunisia,Saudi Arabia,2,0,QUALIFIER
2021-01-09,Morocco,Japan,2,1,QUALIFIER
2018-02-14,Denmark,Portugal,0,0,QUALIFIER
2020-06-19,Australia,Iran,4,3,QUALIFIER
2021-12-31,Argentina,Switzerland,0,0,CONFED_CAMP
2025-12-22,Cameroon,Uruguay,4,0,QUALIFIER
2022-12-08,Australia,Mexico,2,0,QUALIFIER
2026-05-24,Iran,Switzerland,6,0,QUALIFIER
2024-08-30,Belgium,Croatia,2,1,QUALIFIER
2020-08-21,South Korea,Canada,0,2,QUALIFIER
2023-07-25,Germany,Japan,0,0,QUALIFIER
2025-10-25,France,Senegal,2,1,FRIENDLY
2025-11-03,Belgium,Australia,0,5,FRIENDLY
2026-01-31,Iran,Tunisia,3,1,QUALIFIER
2018-12-24,Cameroon,Uruguay,0,0,QUALIFIER
2020-02-26,Iran,Portugal,2,0,FRIENDLY
2018-08-13,Poland,Uruguay,1,0,QUALIFIER
2022-10-27,Iran,Argentina,0,1,CONFED_CAMP
2026-02-15,Netherlands,Ghana,0,2,CONFED_CAMP
2024-02-23,Mexico,Switzerland,2,2,QUALIFIER
2024-03-13,Australia,Costa Rica,1,1,QUALIFIER
2023-01-09,Ghana,Saudi Arabia,2,2,QUALIFIER
2024-08-02,Brazil,Tunisia,1,1,QUALIFIER
2024-10-23,Morocco,France,1,0,QUALIFIER
2019-08-07,Japan,Iran,0,0,QUALIFIER
2020-01-24,Germany,Tunisia,0,2,FRIENDLY
2025-08-07,Australia,Uruguay,4,2,CONFED_CAMP
2023-09-16,Tunisia,Brazil,4,2,CONFED_CAMP
2022-02-16,Spain,Australia,3,7,FRIENDLY
2020-04-17,Belgium,Costa Rica,0,1,QUALIFIER
2021-11-22,Argentina,Colombia,1,1,QUALIFIER
2024-03-04,Poland,Saudi Arabia,0,1,FRIENDLY
2022-08-03,Belgium,Iran,2,0,QUALIFIER
2025-09-03,Ecuador,Mexico,1,1,QUALIFIER
2019-03-25,Denmark,France,9,3,CONFED_CAMP
2022-10-03,Netherlands,Germany,1,1,QUALIFIER
2024-11-08,Australia,Saudi Arabia,1,1,WC_FINAL
2023-08-15,Colombia,Portugal,0,1,QUALIFIER
2025-07-30,Argentina,Colombia,0,0,QUALIFIER
2018-01-28,Canada,Senegal,0,1,QUALIFIER
2025-05-09,Uruguay,Portugal,2,0,FRIENDLY
2020-10-04,Spain,Cameroon,1,0,QUALIFIER
2019-11-23,Germany,Argentina,0,0,FRIENDLY
2021-04-05,Qatar,Tunisia,1,0,QUALIFIER
2018-07-28,Serbia,Belgium,3,6,QUALIFIER
2019-02-15,England,Morocco,1,0,CONFED_CAMP
2025-10-20,Belgium,Japan,1,0,QUALIFIER
2018-01-23,South Korea,Belgium,0,1,CONFED_CAMP
2018-02-10,Qatar,Saudi Arabia,1,0,CONFED_CAMP
2021-05-02,France,Cameroon,1,0,FRIENDLY
2019-01-20,Cameroon,Croatia,2,0,QUALIFIER
2018-12-26,Morocco,Switzerland,2,2,QUALIFIER
2023-05-18,Saudi Arabia,Spain,0,0,FRIENDLY
2026-05-01,Brazil,USA,1,6,QUALIFIER
2018-01-28,United States,Bosnia and Herzegovina,0,0,FRIENDLY
2018-01-31,Mexico,Bosnia and Herzegovina,1,0,FRIENDLY
2018-03-23,Bulgaria,Bosnia and Herzegovina,0,1,FRIENDLY
2018-03-27,Bosnia and Herzegovina,Senegal,0,0,FRIENDLY
2018-03-27,United States,Paraguay,1,0,FRIENDLY
2018-05-28,Bosnia and Herzegovina,Montenegro,0,0,FRIENDLY
2018-06-01,South Korea,Bosnia and Herzegovina,1,3,FRIENDLY
2018-06-12,Japan,Paraguay,4,2,FRIENDLY
2018-09-08,Northern Ireland,Bosnia and Herzegovina,1,2,QUALIFIER
2018-09-11,Bosnia and Herzegovina,Austria,1,0,QUALIFIER
2018-10-11,Turkey,Bosnia and Herzegovina,0,0,FRIENDLY
2018-10-15,Bosnia and Herzegovina,Northern Ireland,2,0,QUALIFIER
2018-11-15,Austria,Bosnia and Herzegovina,0,0,QUALIFIER
2018-11-18,Spain,Bosnia and Herzegovina,1,0,FRIENDLY
2018-11-20,South Africa,Paraguay,1,1,FRIENDLY
2019-03-22,Peru,Paraguay,1,0,FRIENDLY
2019-03-23,Bosnia and Herzegovina,Armenia,2,1,QUALIFIER
2019-03-26,Paraguay,Mexico,2,4,FRIENDLY
2019-03-26,Bosnia and Herzegovina,Greece,2,2,QUALIFIER
2019-06-05,Paraguay,Honduras,1,1,FRIENDLY
2019-06-08,Finland,Bosnia and Herzegovina,2,0,QUALIFIER
2019-06-09,Paraguay,Guatemala,2,0,FRIENDLY
2019-06-11,Italy,Bosnia and Herzegovina,2,1,QUALIFIER
2019-06-16,Paraguay,Qatar,2,2,QUALIFIER
2019-06-19,Argentina,Paraguay,1,1,QUALIFIER
2019-06-23,Colombia,Paraguay,1,0,QUALIFIER
2019-06-27,Brazil,Paraguay,0,0,QUALIFIER
2019-09-05,Bosnia and Herzegovina,Liechtenstein,5,0,QUALIFIER
2019-09-05,Japan,Paraguay,2,0,QUALIFIER
2019-09-08,Armenia,Bosnia and Herzegovina,4,2,QUALIFIER
2019-09-10,Jordan,Paraguay,2,4,FRIENDLY
2019-10-10,Serbia,Paraguay,1,0,FRIENDLY
2019-10-12,Bosnia and Herzegovina,Finland,4,1,QUALIFIER
2019-10-13,Slovakia,Paraguay,1,1,FRIENDLY
2019-10-15,Greece,Bosnia and Herzegovina,2,1,QUALIFIER
2019-11-14,Bulgaria,Paraguay,0,1,FRIENDLY
2019-11-15,Bosnia and Herzegovina,Italy,0,3,QUALIFIER
2019-11-18,Liechtenstein,Bosnia and Herzegovina,0,3,QUALIFIER
2019-11-19,Saudi Arabia,Paraguay,0,0,FRIENDLY
2020-09-04,Italy,Bosnia and Herzegovina,1,1,QUALIFIER
2020-09-07,Bosnia and Herzegovina,Poland,1,2,QUALIFIER
2020-10-08,Paraguay,Peru,2,2,QUALIFIER
2020-10-08,Bosnia and Herzegovina,Northern Ireland,1,1,QUALIFIER
2020-10-11,Bosnia and Herzegovina,Netherlands,0,0,QUALIFIER
2020-10-13,Venezuela,Paraguay,0,1,QUALIFIER
2020-10-14,Poland,Bosnia and Herzegovina,3,0,QUALIFIER
2020-11-12,Bosnia and Herzegovina,Iran,0,2,FRIENDLY
2020-11-12,Argentina,Paraguay,1,1,QUALIFIER
2020-11-15,Netherlands,Bosnia and Herzegovina,3,1,QUALIFIER
2020-11-17,Paraguay,Bolivia,2,2,QUALIFIER
2020-11-18,Bosnia and Herzegovina,Italy,0,2,QUALIFIER
2021-03-24,Finland,Bosnia and Herzegovina,2,2,QUALIFIER
2021-03-27,Bosnia and Herzegovina,Costa Rica,0,0,FRIENDLY
2021-03-31,Bosnia and Herzegovina,France,0,1,QUALIFIER
2021-06-02,Bosnia and Herzegovina,Montenegro,0,0,FRIENDLY
2021-06-03,Uruguay,Paraguay,0,0,QUALIFIER
2021-06-06,Denmark,Bosnia and Herzegovina,2,0,FRIENDLY
2021-06-08,Paraguay,Brazil,0,2,QUALIFIER
2021-06-14,Paraguay,Bolivia,3,1,QUALIFIER
2021-06-21,Argentina,Paraguay,1,0,QUALIFIER
2021-06-24,Chile,Paraguay,0,2,QUALIFIER
2021-06-28,Uruguay,Paraguay,1,0,QUALIFIER
2021-07-02,Peru,Paraguay,3,3,QUALIFIER
2021-09-01,France,Bosnia and Herzegovina,1,1,QUALIFIER
2021-09-02,Ecuador,Paraguay,2,0,QUALIFIER
2021-09-04,Bosnia and Herzegovina,Kuwait,1,0,FRIENDLY
2021-09-05,Paraguay,Colombia,1,1,QUALIFIER
2021-09-07,Bosnia and Herzegovina,Kazakhstan,2,2,QUALIFIER
2021-09-09,Paraguay,Venezuela,2,1,QUALIFIER
2021-10-07,Paraguay,Argentina,0,0,QUALIFIER
2021-10-09,Kazakhstan,Bosnia and Herzegovina,0,2,QUALIFIER
2021-10-10,Chile,Paraguay,2,0,QUALIFIER
2021-10-12,Ukraine,Bosnia and Herzegovina,1,1,QUALIFIER
2021-10-14,Bolivia,Paraguay,4,0,QUALIFIER
2021-11-11,Paraguay,Chile,0,1,QUALIFIER
2021-11-13,Bosnia and Herzegovina,Finland,1,3,QUALIFIER
2021-11-16,Bosnia and Herzegovina,Ukraine,0,2,QUALIFIER
2021-11-16,Colombia,Paraguay,0,0,QUALIFIER
2021-12-18,United States,Bosnia and Herzegovina,1,0,FRIENDLY
2022-01-27,Paraguay,Uruguay,0,1,QUALIFIER
2022-02-01,Brazil,Paraguay,4,0,QUALIFIER
2022-03-24,Paraguay,Ecuador,3,1,QUALIFIER
2022-03-25,Bosnia and Herzegovina,Georgia,0,1,FRIENDLY
2022-03-29,Peru,Paraguay,2,0,QUALIFIER
2022-03-29,Bosnia and Herzegovina,Luxembourg,1,0,FRIENDLY
2022-06-02,Japan,Paraguay,4,1,FRIENDLY
2022-06-04,Finland,Bosnia and Herzegovina,1,1,QUALIFIER
2022-06-07,Bosnia and Herzegovina,Romania,1,0,QUALIFIER
2022-06-10,South Korea,Paraguay,2,2,FRIENDLY
2022-06-11,Montenegro,Bosnia and Herzegovina,1,1,QUALIFIER
2022-06-14,Bosnia and Herzegovina,Finland,3,2,QUALIFIER
2022-08-31,Mexico,Paraguay,0,1,FRIENDLY
2022-09-23,Paraguay,United Arab Emirates,1,0,FRIENDLY
2022-09-23,Bosnia and Herzegovina,Montenegro,1,0,QUALIFIER
2022-09-26,Romania,Bosnia and Herzegovina,4,1,QUALIFIER
2022-09-27,Paraguay,Morocco,0,0,FRIENDLY
2022-11-16,Peru,Paraguay,1,0,FRIENDLY
2022-11-19,Colombia,Paraguay,2,0,FRIENDLY
2023-03-23,Bosnia and Herzegovina,Iceland,3,0,QUALIFIER
2023-03-26,Slovakia,Bosnia and Herzegovina,2,0,QUALIFIER
2023-03-27,Chile,Paraguay,3,2,FRIENDLY
2023-06-17,Portugal,Bosnia and Herzegovina,3,0,QUALIFIER
2023-06-18,Paraguay,Nicaragua,2,0,FRIENDLY
2023-06-20,Bosnia and Herzegovina,Luxembourg,0,2,QUALIFIER
2023-09-07,Paraguay,Peru,0,0,QUALIFIER
2023-09-08,Bosnia and Herzegovina,Liechtenstein,2,1,QUALIFIER
2023-09-11,Iceland,Bosnia and Herzegovina,1,0,QUALIFIER
2023-09-12,Venezuela,Paraguay,1,0,QUALIFIER
2023-10-12,Argentina,Paraguay,1,0,QUALIFIER
2023-10-13,Liechtenstein,Bosnia and Herzegovina,0,2,QUALIFIER
2023-10-16,Bosnia and Herzegovina,Portugal,0,5,QUALIFIER
2023-10-17,Paraguay,Bolivia,1,0,QUALIFIER
2023-11-16,Chile,Paraguay,0,0,QUALIFIER
2023-11-16,Luxembourg,Bosnia and Herzegovina,4,1,QUALIFIER
2023-11-19,Bosnia and Herzegovina,Slovakia,1,2,QUALIFIER
2023-11-21,Paraguay,Colombia,0,1,QUALIFIER
2024-03-21,Bosnia and Herzegovina,Ukraine,1,2,QUALIFIER
2024-06-03,England,Bosnia and Herzegovina,3,0,FRIENDLY
2024-06-07,Peru,Paraguay,0,0,FRIENDLY
2024-06-09,Italy,Bosnia and Herzegovina,1,0,FRIENDLY
2024-06-11,Chile,Paraguay,3,0,FRIENDLY
2024-06-16,Panama,Paraguay,0,1,FRIENDLY
2024-06-24,Colombia,Paraguay,2,1,QUALIFIER
2024-06-28,Paraguay,Brazil,1,4,QUALIFIER
2024-07-02,Costa Rica,Paraguay,2,1,QUALIFIER
2024-09-06,Uruguay,Paraguay,0,0,QUALIFIER
2024-09-07,Netherlands,Bosnia and Herzegovina,5,2,QUALIFIER
2024-09-10,Hungary,Bosnia and Herzegovina,0,0,QUALIFIER
2024-09-10,Paraguay,Brazil,1,0,QUALIFIER
2024-10-10,Ecuador,Paraguay,0,0,QUALIFIER
2024-10-11,Bosnia and Herzegovina,Germany,1,2,QUALIFIER
2024-10-14,Bosnia and Herzegovina,Hungary,0,2,QUALIFIER
2024-10-15,Paraguay,Venezuela,2,1,QUALIFIER
2024-11-14,Paraguay,Argentina,2,1,QUALIFIER
2024-11-16,Germany,Bosnia and Herzegovina,7,0,QUALIFIER
2024-11-19,Bosnia and Herzegovina,Netherlands,1,1,QUALIFIER
2024-11-19,Bolivia,Paraguay,2,2,QUALIFIER
2025-03-20,Paraguay,Chile,1,0,QUALIFIER
2025-03-21,Romania,Bosnia and Herzegovina,0,1,QUALIFIER
2025-03-24,Bosnia and Herzegovina,Cyprus,2,1,QUALIFIER
2025-03-25,Colombia,Paraguay,2,2,QUALIFIER
2025-06-05,Paraguay,Uruguay,2,0,QUALIFIER
2025-06-07,Bosnia and Herzegovina,San Marino,1,0,QUALIFIER
2025-06-10,Slovenia,Bosnia and Herzegovina,2,1,FRIENDLY
2025-06-10,Brazil,Paraguay,1,0,QUALIFIER
2025-09-04,Paraguay,Ecuador,0,0,QUALIFIER
2025-09-06,San Marino,Bosnia and Herzegovina,0,6,QUALIFIER
2025-09-09,Peru,Paraguay,0,1,QUALIFIER
2025-09-09,Bosnia and Herzegovina,Austria,1,2,QUALIFIER
2025-10-09,Cyprus,Bosnia and Herzegovina,2,2,QUALIFIER
2025-10-10,Japan,Paraguay,2,2,QUALIFIER
2025-10-12,Malta,Bosnia and Herzegovina,1,4,FRIENDLY
2025-10-14,South Korea,Paraguay,2,0,FRIENDLY
2025-11-15,United States,Paraguay,2,1,FRIENDLY
2025-11-15,Bosnia and Herzegovina,Romania,3,1,QUALIFIER
2025-11-18,Mexico,Paraguay,1,2,FRIENDLY
2025-11-18,Austria,Bosnia and Herzegovina,1,1,QUALIFIER
2026-03-26,Wales,Bosnia and Herzegovina,1,1,QUALIFIER
2026-03-27,Greece,Paraguay,0,1,FRIENDLY
2026-03-31,Morocco,Paraguay,2,1,FRIENDLY
2026-03-31,Bosnia and Herzegovina,Italy,1,1,QUALIFIER
2026-05-29,Bosnia and Herzegovina,North Macedonia,0,0,FRIENDLY
2026-06-05,Paraguay,Nicaragua,4,0,FRIENDLY
2026-06-06,Panama,Bosnia and Herzegovina,1,1,FRIENDLY
2018-03-23,Scotland,Costa Rica,0,1,FRIENDLY
2018-03-27,Hungary,Scotland,0,1,FRIENDLY
2018-05-29,Argentina,Haiti,4,0,FRIENDLY
2018-05-29,Peru,Scotland,2,0,FRIENDLY
2018-06-02,Mexico,Scotland,1,0,FRIENDLY
2018-09-07,Scotland,Belgium,0,4,FRIENDLY
2018-09-10,Scotland,Albania,2,0,QUALIFIER
2018-09-10,Haiti,Sint Maarten,13,0,QUALIFIER
2018-10-11,Israel,Scotland,2,1,QUALIFIER
2018-10-14,Scotland,Portugal,1,3,FRIENDLY
2018-10-16,Saint Lucia,Haiti,1,2,QUALIFIER
2018-11-17,Albania,Scotland,0,4,QUALIFIER
2018-11-17,Nicaragua,Haiti,0,2,QUALIFIER
2018-11-20,Scotland,Israel,3,2,QUALIFIER
2018-11-20,El Salvador,Haiti,1,0,FRIENDLY
2019-03-21,Kazakhstan,Scotland,3,0,QUALIFIER
2019-03-24,San Marino,Scotland,0,2,QUALIFIER
2019-03-24,Haiti,Cuba,2,1,QUALIFIER
2019-06-02,El Salvador,Haiti,1,0,FRIENDLY
2019-06-06,Chile,Haiti,2,1,FRIENDLY
2019-06-08,Scotland,Cyprus,2,1,QUALIFIER
2019-06-11,Belgium,Scotland,3,0,QUALIFIER
2019-06-16,Haiti,Bermuda,2,1,QUALIFIER
2019-06-20,Nicaragua,Haiti,0,2,QUALIFIER
2019-06-24,Haiti,Costa Rica,2,1,QUALIFIER
2019-06-29,Haiti,Canada,3,2,QUALIFIER
2019-07-02,Haiti,Mexico,0,1,QUALIFIER
2019-09-06,Scotland,Russia,1,2,QUALIFIER
2019-09-07,Curaçao,Haiti,1,0,QUALIFIER
2019-09-09,Scotland,Belgium,0,4,QUALIFIER
2019-09-10,Haiti,Curaçao,1,1,QUALIFIER
2019-10-10,Russia,Scotland,4,0,QUALIFIER
2019-10-10,Haiti,Costa Rica,1,1,QUALIFIER
2019-10-13,Scotland,San Marino,6,0,QUALIFIER
2019-10-15,Bolivia,Haiti,3,1,FRIENDLY
2019-11-16,Cyprus,Scotland,1,2,QUALIFIER
2019-11-17,Costa Rica,Haiti,1,1,QUALIFIER
2019-11-19,Scotland,Kazakhstan,3,1,QUALIFIER
2020-09-04,Scotland,Israel,1,1,QUALIFIER
2020-09-07,Czech Republic,Scotland,1,2,QUALIFIER
2020-10-08,Scotland,Israel,0,0,QUALIFIER
2020-10-11,Scotland,Slovakia,1,0,QUALIFIER
2020-10-14,Scotland,Czech Republic,1,0,QUALIFIER
2020-11-12,Serbia,Scotland,1,1,QUALIFIER
2020-11-15,Slovakia,Scotland,1,0,QUALIFIER
2020-11-18,Israel,Scotland,1,0,QUALIFIER
2021-03-25,Haiti,Belize,2,0,QUALIFIER
2021-03-25,Scotland,Austria,2,2,QUALIFIER
2021-03-28,Israel,Scotland,1,1,QUALIFIER
2021-03-31,Scotland,Faroe Islands,4,0,QUALIFIER
2021-06-02,Netherlands,Scotland,2,2,FRIENDLY
2021-06-05,Turks and Caicos Islands,Haiti,0,10,QUALIFIER
2021-06-06,Luxembourg,Scotland,0,1,FRIENDLY
2021-06-08,Haiti,Nicaragua,1,0,QUALIFIER
2021-06-12,Haiti,Canada,0,1,QUALIFIER
2021-06-14,Scotland,Czech Republic,0,2,QUALIFIER
2021-06-15,Canada,Haiti,3,0,QUALIFIER
2021-06-18,England,Scotland,0,0,QUALIFIER
2021-06-22,Scotland,Croatia,1,3,QUALIFIER
2021-07-02,Haiti,Saint Vincent and the Grenadines,6,1,QUALIFIER
2021-07-06,Haiti,Bermuda,4,1,QUALIFIER
2021-07-11,United States,Haiti,1,0,QUALIFIER
2021-07-15,Haiti,Canada,1,4,QUALIFIER
2021-07-18,Martinique,Haiti,1,2,QUALIFIER
2021-09-01,Bahrain,Haiti,6,1,FRIENDLY
2021-09-01,Denmark,Scotland,2,0,QUALIFIER
2021-09-04,Haiti,Jordan,2,0,FRIENDLY
2021-09-04,Scotland,Moldova,1,0,QUALIFIER
2021-09-07,Austria,Scotland,0,1,QUALIFIER
2021-10-09,Scotland,Israel,3,2,QUALIFIER
2021-10-12,Faroe Islands,Scotland,0,1,QUALIFIER
2021-11-12,Moldova,Scotland,0,2,QUALIFIER
2021-11-15,Scotland,Denmark,2,0,QUALIFIER
2022-03-24,Scotland,Poland,1,1,FRIENDLY
2022-03-27,Guatemala,Haiti,2,1,FRIENDLY
2022-03-29,Austria,Scotland,2,2,FRIENDLY
2022-06-01,Scotland,Ukraine,1,3,QUALIFIER
2022-06-04,Bermuda,Haiti,0,0,QUALIFIER
2022-06-07,Haiti,Montserrat,3,2,QUALIFIER
2022-06-08,Scotland,Armenia,2,0,QUALIFIER
2022-06-11,Guyana,Haiti,2,6,QUALIFIER
2022-06-11,Republic of Ireland,Scotland,3,0,QUALIFIER
2022-06-14,Haiti,Guyana,6,0,QUALIFIER
2022-06-14,Armenia,Scotland,1,4,QUALIFIER
2022-09-21,Scotland,Ukraine,3,0,QUALIFIER
2022-09-24,Scotland,Republic of Ireland,2,1,QUALIFIER
2022-09-27,Ukraine,Scotland,0,0,QUALIFIER
2022-11-16,Turkey,Scotland,2,1,FRIENDLY
2023-03-25,Scotland,Cyprus,3,0,QUALIFIER
2023-03-25,Montserrat,Haiti,0,4,QUALIFIER
2023-03-28,Scotland,Spain,2,0,QUALIFIER
2023-03-28,Haiti,Bermuda,3,1,QUALIFIER
2023-06-17,Norway,Scotland,1,2,QUALIFIER
2023-06-20,Haiti,Trinidad and Tobago,0,0,FRIENDLY
2023-06-20,Scotland,Georgia,2,0,QUALIFIER
2023-06-25,Haiti,Qatar,2,1,QUALIFIER
2023-06-29,Haiti,Mexico,1,3,QUALIFIER
2023-07-02,Honduras,Haiti,2,1,QUALIFIER
2023-09-08,Haiti,Cuba,0,0,QUALIFIER
2023-09-08,Cyprus,Scotland,0,3,QUALIFIER
2023-09-12,Jamaica,Haiti,2,2,QUALIFIER
2023-09-12,Scotland,England,1,3,FRIENDLY
2023-10-12,Suriname,Haiti,1,1,QUALIFIER
2023-10-12,Spain,Scotland,2,0,QUALIFIER
2023-10-15,Haiti,Jamaica,2,3,QUALIFIER
2023-10-17,France,Scotland,4,1,FRIENDLY
2023-11-16,Georgia,Scotland,2,2,QUALIFIER
2023-11-19,Scotland,Norway,3,3,QUALIFIER
2024-03-22,Netherlands,Scotland,4,0,FRIENDLY
2024-03-26,Scotland,Northern Ireland,0,1,FRIENDLY
2024-06-03,Gibraltar,Scotland,0,2,FRIENDLY
2024-06-06,Haiti,Saint Lucia,2,1,QUALIFIER
2024-06-07,Scotland,Finland,2,2,FRIENDLY
2024-06-09,Barbados,Haiti,1,3,QUALIFIER
2024-06-14,Germany,Scotland,5,1,QUALIFIER
2024-06-19,Scotland,Switzerland,1,1,QUALIFIER
2024-06-23,Scotland,Hungary,0,1,QUALIFIER
2024-09-05,Scotland,Poland,2,3,QUALIFIER
2024-09-06,Puerto Rico,Haiti,1,4,QUALIFIER
2024-09-08,Portugal,Scotland,2,1,QUALIFIER
2024-09-09,Haiti,Sint Maarten,6,0,QUALIFIER
2024-10-11,Aruba,Haiti,1,3,QUALIFIER
2024-10-12,Croatia,Scotland,2,1,QUALIFIER
2024-10-14,Aruba,Haiti,3,5,QUALIFIER
2024-10-15,Scotland,Portugal,0,0,QUALIFIER
2024-11-15,Scotland,Croatia,1,0,QUALIFIER
2024-11-15,Sint Maarten,Haiti,0,8,QUALIFIER
2024-11-18,Poland,Scotland,1,2,QUALIFIER
2024-11-18,Puerto Rico,Haiti,0,3,QUALIFIER
2025-03-20,Greece,Scotland,0,1,QUALIFIER
2025-03-22,Azerbaijan,Haiti,0,3,FRIENDLY
2025-03-23,Scotland,Greece,0,3,QUALIFIER
2025-06-06,Scotland,Iceland,1,3,FRIENDLY
2025-06-07,Aruba,Haiti,0,5,QUALIFIER
2025-06-09,Liechtenstein,Scotland,0,4,FRIENDLY
2025-06-10,Haiti,Curaçao,1,5,QUALIFIER
2025-06-15,Haiti,Saudi Arabia,0,1,QUALIFIER
2025-06-19,Trinidad and Tobago,Haiti,1,1,QUALIFIER
2025-06-22,United States,Haiti,2,1,QUALIFIER
2025-09-05,Denmark,Scotland,0,0,QUALIFIER
2025-09-05,Haiti,Honduras,0,0,QUALIFIER
2025-09-08,Belarus,Scotland,0,2,QUALIFIER
2025-09-09,Costa Rica,Haiti,3,3,QUALIFIER
2025-10-09,Scotland,Greece,3,1,QUALIFIER
2025-10-09,Nicaragua,Haiti,0,3,QUALIFIER
2025-10-12,Scotland,Belarus,2,1,QUALIFIER
2025-10-13,Honduras,Haiti,3,0,QUALIFIER
2025-11-13,Haiti,Costa Rica,1,0,QUALIFIER
2025-11-15,Greece,Scotland,3,2,QUALIFIER
2025-11-18,Scotland,Denmark,4,2,QUALIFIER
2025-11-18,Haiti,Nicaragua,2,0,QUALIFIER
2026-03-28,Haiti,Tunisia,0,1,FRIENDLY
2026-03-28,Scotland,Japan,0,1,FRIENDLY
2026-03-31,Haiti,Iceland,1,1,FRIENDLY
2026-03-31,Ivory Coast,Scotland,1,0,FRIENDLY
2026-05-30,Scotland,Curaçao,4,1,FRIENDLY
2026-06-02,Haiti,New Zealand,4,0,FRIENDLY
2026-06-05,Haiti,Peru,1,2,FRIENDLY
2026-06-06,Bolivia,Scotland,0,4,FRIENDLY
